Hostname,Time,Arch,Physical CPUs,Count,Running,Blocked,Paused,Shutdown,Shutoff,Crashed,Active,Inactive,%CPU,Total hardware memory (KB),Total memory (KB),Total guest memory (KB),Total CPU time (ns),Domain ID,Domain name,CPU (ns),%CPU,Mem (bytes),%Mem,Block RDRQ,Block WRRQ,Net RXBY,Net TXBY
ylab-desktop,23:35:38,x86_64,4,7,4,0,0,0,0,0,4,3,0.0,8103636,4194304,4194304,0,2,QEMU_3,0.,0.,0,0,,,,,3,kvm-ubuntu,0.,0.,0,0,,,,,4,win8,0.,0.,0,0,,,,,5,crunchserver,0.,0.,0,0,,,,
ylab-desktop,23:35:41,x86_64,4,7,4,0,0,0,0,0,4,3,2.0,8103636,4194304,4194304,240000000,2,QEMU_3,40000000.,0.32809516855,1048576,12,0,1,52,0,3,kvm-ubuntu,150000000.,1.23035688206,1048576,12,0,0,52,0,4,win8,50000000.,0.410118960688,1048576,12,0,0,52,0,5,crunchserver,0.,0.,1048576,12,0,0,52,0
